gridID,EcotypeID,EcotypeFrac
237,5314,1.0000
238,5314,1.0000
239,5314,0.8798
239,5423,0.1202
240,5423,0.0048
240,5314,0.9952
241,5314,1.0000
242,5314,1.0000
243,5314,0.6585
243,5419,0.3415
244,5419,1.0000
245,5419,1.0000
246,5419,1.0000
247,5419,1.0000
248,5419,1.0000
249,5419,1.0000
250,5419,1.0000
251,5419,0.9466
251,5315,0.0534
252,5419,1.0000
253,5419,0.9279
253,5423,0.0721
254,5423,0.9183
254,5419,0.0817
255,5423,1.0000
256,5423,1.0000
257,5423,1.0000
258,5423,1.0000
259,5423,1.0000
260,5423,1.0000
261,5423,1.0000
262,5423,1.0000
263,5423,0.9420
263,5315,0.0580
264,5423,0.4737
264,5315,0.5263
265,5315,0.4712
265,5419,0.5288
266,5419,0.8738
266,5315,0.1262
267,5315,0.1691
267,5419,0.8309
268,5419,1.0000
269,5419,1.0000
270,5419,1.0000
271,5419,1.0000
272,5419,1.0000
273,5419,1.0000
274,5419,0.9902
274,5315,0.0098
275,5419,0.9854
275,5315,0.0146
276,5419,0.9183
276,5315,0.0817
277,5315,0.6139
277,5419,0.3861
278,5315,1.0000
279,5315,1.0000
280,5315,0.9905
280,5427,0.0095
281,5315,0.7673
281,5427,0.2327
282,5315,1.0000
283,5315,0.4903
283,5427,0.5097
284,5427,0.9951
284,5428,0.0049
285,5427,0.8357
285,5428,0.1643
286,5428,0.6000
286,5427,0.4000
287,5428,1.0000
288,5428,1.0000
289,5428,1.0000
290,5428,1.0000
291,5428,1.0000
292,5428,1.0000
293,5428,1.0000
294,5428,1.0000
295,5428,1.0000
296,5428,1.0000
297,5428,1.0000
298,5428,1.0000
299,5428,1.0000
300,5428,1.0000
301,5428,1.0000
302,5428,1.0000
303,5428,1.0000
304,5428,0.5048
304,5380,0.4952
305,5380,1.0000
306,5380,1.0000
307,5380,0.8238
307,-999,0.1762
308,-999,0.9857
308,5380,0.0143
309,-999,1.0000
310,-999,1.0000
311,-999,1.0000
312,-999,1.0000
313,-999,1.0000
314,-999,1.0000
315,-999,1.0000
316,-999,1.0000
317,-999,1.0000
318,-999,1.0000
319,-999,1.0000
320,-999,1.0000
321,-999,1.0000
322,-999,1.0000
323,-999,1.0000
324,-999,1.0000
325,-999,1.0000
326,-999,1.0000
327,-999,1.0000
328,-999,1.0000
329,-999,1.0000
330,-999,1.0000
331,-999,1.0000
332,-999,1.0000
333,-999,1.0000
334,-999,1.0000
335,-999,1.0000
336,-999,1.0000
337,-999,1.0000
338,-999,1.0000
339,-999,1.0000
340,-999,1.0000
341,-999,1.0000
342,-999,1.0000
343,-999,1.0000
344,-999,1.0000
345,-999,1.0000
346,-999,1.0000
347,-999,1.0000
348,-999,1.0000
349,-999,1.0000
350,-999,1.0000
351,-999,1.0000
352,-999,1.0000
353,-999,1.0000
354,-999,1.0000
355,-999,1.0000
356,-999,1.0000
357,-999,1.0000
358,-999,1.0000
359,-999,1.0000
360,-999,1.0000
361,-999,1.0000
362,-999,1.0000
363,-999,1.0000
364,-999,1.0000
365,-999,1.0000
366,-999,1.0000
367,-999,1.0000
368,-999,1.0000
369,-999,1.0000
370,-999,1.0000
371,-999,1.0000
372,-999,1.0000
373,-999,1.0000
374,-999,1.0000
375,-999,1.0000
376,-999,1.0000
377,-999,1.0000
378,-999,1.0000
379,-999,1.0000
380,-999,1.0000
381,-999,1.0000
382,-999,1.0000
383,-999,1.0000
384,-999,1.0000
385,-999,1.0000
386,-999,1.0000
387,-999,1.0000
388,-999,1.0000
389,-999,1.0000
390,-999,1.0000
391,-999,1.0000
392,-999,1.0000
393,-999,1.0000
394,-999,1.0000
395,-999,1.0000
396,-999,1.0000
397,-999,1.0000
398,-999,1.0000
399,-999,1.0000
400,-999,1.0000
401,-999,1.0000
402,-999,1.0000
403,-999,1.0000
404,-999,1.0000
405,-999,1.0000
406,-999,1.0000
407,-999,1.0000
408,-999,1.0000
409,-999,1.0000
410,-999,1.0000
411,-999,1.0000
412,-999,1.0000
413,-999,1.0000
414,-999,1.0000
415,-999,1.0000
416,-999,1.0000
417,-999,1.0000
418,-999,1.0000
419,-999,1.0000
420,-999,1.0000
421,-999,1.0000
422,-999,1.0000
423,-999,1.0000
424,-999,1.0000
425,-999,1.0000
426,-999,1.0000
427,-999,1.0000
428,-999,1.0000
429,-999,1.0000
430,-999,1.0000
431,-999,1.0000
432,-999,1.0000
433,-999,1.0000
434,-999,1.0000
435,-999,1.0000
436,-999,1.0000
437,-999,1.0000
438,-999,1.0000
439,-999,1.0000
440,-999,1.0000
441,-999,1.0000
442,-999,1.0000
443,-999,1.0000
444,-999,1.0000
445,-999,1.0000
446,-999,1.0000
447,-999,1.0000
448,-999,1.0000
449,-999,1.0000
450,-999,1.0000
451,-999,1.0000
452,-999,1.0000
453,-999,1.0000
454,-999,1.0000
455,5314,0.9713
455,5539,0.0287
456,5314,1.0000
457,5314,1.0000
458,5314,1.0000
459,5314,1.0000
460,5314,1.0000
461,5314,1.0000
462,5314,1.0000
463,5314,1.0000
464,5314,1.0000
465,5314,1.0000
466,5314,0.9469
466,5419,0.0531
467,5314,1.0000
468,5314,0.9519
468,5419,0.0481
469,5314,0.5694
469,5419,0.4306
470,5314,0.1875
470,5419,0.8125
471,5419,1.0000
472,5419,1.0000
473,5419,1.0000
474,5419,1.0000
475,5419,1.0000
476,5419,1.0000
477,5419,1.0000
478,5419,0.2367
478,5315,0.7633
479,5419,0.9179
479,5315,0.0821
480,5419,1.0000
481,5419,0.5121
481,5423,0.4879
482,5423,1.0000
483,5423,1.0000
484,5423,1.0000
485,5423,1.0000
486,5423,1.0000
487,5423,0.9614
487,5419,0.0386
488,5423,0.7536
488,5419,0.2464
489,5423,0.4515
489,5419,0.5485
490,5423,0.1005
490,5315,0.1531
490,5419,0.7464
491,5315,0.3512
491,5419,0.6488
492,5315,0.0439
492,5419,0.9561
493,5419,1.0000
494,5419,1.0000
495,5419,1.0000
496,5419,1.0000
497,5419,1.0000
498,5419,1.0000
499,5419,1.0000
500,5419,1.0000
501,5419,0.8732
501,5315,0.1268
502,5315,0.0943
502,5419,0.9057
503,5419,1.0000
504,5419,0.7594
504,5315,0.2406
505,5315,0.9122
505,5419,0.0878
506,5315,0.9575
506,5427,0.0425
507,5315,0.3480
507,5427,0.6520
508,5315,0.8216
508,5427,0.1784
509,5315,0.7488
509,5427,0.2512
510,5315,0.0472
510,5427,0.9528
511,5427,0.5941
511,5428,0.4059
512,5428,0.8406
512,5427,0.1594
513,5428,0.9571
513,5427,0.0429
514,5428,1.0000
515,5428,1.0000
516,5428,1.0000
517,5428,1.0000
518,5428,1.0000
519,5428,1.0000
520,5428,1.0000
521,5428,1.0000
522,5428,1.0000
523,5428,1.0000
524,5428,1.0000
525,5428,1.0000
526,5428,1.0000
527,5428,1.0000
528,5428,1.0000
529,5428,1.0000
530,5428,1.0000
531,5428,0.9179
531,5380,0.0821
532,5380,0.9128
532,5428,0.0872
533,5380,1.0000
534,5380,1.0000
535,5380,0.2670
535,-999,0.7330
536,-999,1.0000
537,-999,1.0000
538,-999,1.0000
539,-999,1.0000
540,-999,1.0000
541,-999,1.0000
542,-999,1.0000
543,-999,1.0000
544,-999,1.0000
545,-999,1.0000
546,-999,1.0000
547,-999,1.0000
548,-999,1.0000
549,-999,1.0000
550,-999,1.0000
551,-999,1.0000
552,-999,1.0000
553,-999,1.0000
554,-999,1.0000
555,-999,1.0000
556,-999,1.0000
557,-999,1.0000
558,-999,1.0000
559,-999,1.0000
560,-999,1.0000
561,-999,1.0000
562,-999,1.0000
563,-999,1.0000
564,-999,1.0000
565,-999,1.0000
566,-999,1.0000
567,-999,1.0000
568,-999,1.0000
569,-999,1.0000
570,-999,1.0000
571,-999,1.0000
572,-999,1.0000
573,-999,1.0000
574,-999,1.0000
575,-999,1.0000
576,-999,1.0000
577,-999,1.0000
578,-999,1.0000
579,-999,1.0000
580,-999,1.0000
581,-999,1.0000
582,-999,1.0000
583,-999,1.0000
584,-999,1.0000
585,-999,1.0000
586,-999,1.0000
587,-999,1.0000
588,-999,1.0000
589,-999,1.0000
590,-999,1.0000
591,-999,1.0000
592,-999,1.0000
593,-999,1.0000
594,-999,1.0000
595,-999,1.0000
596,-999,1.0000
597,-999,1.0000
598,-999,1.0000
599,-999,1.0000
600,-999,1.0000
601,-999,1.0000
602,-999,1.0000
603,-999,1.0000
604,-999,1.0000
605,-999,1.0000
606,-999,1.0000
607,-999,1.0000
608,-999,1.0000
609,-999,1.0000
610,-999,1.0000
611,-999,1.0000
612,-999,1.0000
613,-999,1.0000
614,-999,1.0000
615,-999,1.0000
616,-999,1.0000
617,-999,1.0000
618,-999,1.0000
619,-999,1.0000
620,-999,1.0000
621,-999,1.0000
622,-999,1.0000
623,-999,1.0000
624,-999,1.0000
625,-999,1.0000
626,-999,1.0000
627,-999,1.0000
628,-999,1.0000
629,-999,1.0000
630,-999,1.0000
631,-999,1.0000
632,-999,1.0000
633,-999,1.0000
634,-999,1.0000
635,-999,1.0000
636,-999,1.0000
637,-999,1.0000
638,-999,1.0000
639,-999,1.0000
640,-999,1.0000
641,-999,1.0000
642,-999,1.0000
643,-999,1.0000
644,-999,1.0000
645,-999,1.0000
646,-999,1.0000
647,-999,1.0000
648,-999,1.0000
649,-999,1.0000
650,-999,1.0000
651,-999,1.0000
652,-999,1.0000
653,-999,1.0000
654,-999,1.0000
655,-999,1.0000
656,-999,1.0000
657,-999,1.0000
658,-999,1.0000
659,-999,1.0000
660,-999,1.0000
661,-999,1.0000
662,-999,1.0000
663,-999,1.0000
664,-999,1.0000
665,-999,1.0000
666,-999,1.0000
667,-999,1.0000
668,-999,1.0000
669,-999,1.0000
670,-999,1.0000
671,-999,1.0000
672,-999,1.0000
673,-999,1.0000
674,-999,1.0000
675,-999,1.0000
676,-999,1.0000
677,-999,1.0000
678,-999,1.0000
679,-999,1.0000
680,-999,1.0000
681,-999,1.0000
682,5314,0.9903
682,5539,0.0097
683,5314,1.0000
684,5314,1.0000
685,5314,1.0000
686,5314,1.0000
687,5314,1.0000
688,5314,1.0000
689,5314,1.0000
690,5314,1.0000
691,5314,1.0000
692,5314,0.8134
692,5419,0.1866
693,5314,0.4498
693,5419,0.5502
694,5314,0.7019
694,5419,0.2981
695,5314,0.1884
695,5419,0.8116
696,5314,0.0773
696,5419,0.9227
697,5419,1.0000
698,5419,1.0000
699,5419,1.0000
700,5419,1.0000
701,5419,1.0000
702,5419,1.0000
703,5419,1.0000
704,5419,0.9183
704,5315,0.0817
705,5419,0.2788
705,5315,0.7212
706,5419,1.0000
707,5419,1.0000
708,5419,0.9856
708,5423,0.0144
709,5423,0.4641
709,5419,0.5359
710,5423,0.9238
710,5419,0.0762
711,5423,1.0000
712,5423,0.6377
712,5419,0.3623
713,5423,0.2512
713,5419,0.7488
714,5423,0.0821
714,5419,0.9179
715,5419,1.0000
716,5419,1.0000
717,5419,1.0000
718,5419,1.0000
719,5419,1.0000
720,5419,1.0000
721,5419,1.0000
722,5419,1.0000
723,5419,1.0000
724,5419,1.0000
725,5419,1.0000
726,5419,1.0000
727,5419,1.0000
728,5419,0.8873
728,5315,0.1127
729,5419,1.0000
730,5419,1.0000
731,5419,0.9805
731,5315,0.0195
732,5315,0.3738
732,5419,0.6262
733,5315,0.3641
733,5427,0.4854
733,5419,0.1505
734,5427,0.8641
734,5315,0.1359
735,5315,0.1366
735,5427,0.8634
736,5427,0.8852
736,5315,0.1100
736,5428,0.0048
737,5427,0.4902
737,5428,0.5098
738,5427,0.0469
738,5428,0.9531
739,5428,1.0000
740,5428,0.5283
740,5427,0.4717
741,5428,0.7346
741,5427,0.2654
742,5428,1.0000
743,5428,1.0000
744,5428,1.0000
745,5428,1.0000
746,5428,1.0000
747,5428,1.0000
748,5428,1.0000
749,5428,1.0000
750,5428,1.0000
751,5428,1.0000
752,5428,1.0000
753,5428,1.0000
754,5428,1.0000
755,5428,1.0000
756,5428,1.0000
757,5428,1.0000
758,5428,1.0000
759,5428,0.2333
759,5380,0.7667
760,5380,1.0000
761,5380,1.0000
762,5380,0.5400
762,-999,0.4600
763,-999,1.0000
764,-999,1.0000
765,-999,1.0000
766,-999,1.0000
767,-999,1.0000
768,-999,1.0000
769,-999,1.0000
770,-999,1.0000
771,-999,1.0000
772,-999,1.0000
773,-999,1.0000
774,-999,1.0000
775,-999,1.0000
776,-999,1.0000
777,-999,1.0000
778,-999,1.0000
779,-999,1.0000
780,-999,1.0000
781,-999,1.0000
782,-999,1.0000
783,-999,1.0000
784,-999,1.0000
785,-999,1.0000
786,-999,1.0000
787,-999,1.0000
788,-999,1.0000
789,-999,1.0000
790,-999,1.0000
791,-999,1.0000
792,-999,1.0000
793,-999,1.0000
794,-999,1.0000
795,-999,1.0000
796,-999,1.0000
797,-999,1.0000
798,-999,1.0000
799,-999,1.0000
800,-999,1.0000
801,-999,1.0000
802,-999,1.0000
803,-999,1.0000
804,-999,1.0000
805,-999,1.0000
806,-999,1.0000
807,-999,1.0000
808,-999,1.0000
809,-999,1.0000
810,-999,1.0000
811,-999,1.0000
812,-999,1.0000
813,-999,1.0000
814,-999,1.0000
815,-999,1.0000
816,-999,1.0000
817,-999,1.0000
818,-999,1.0000
819,-999,1.0000
820,-999,1.0000
821,-999,1.0000
822,-999,1.0000
823,-999,1.0000
824,-999,1.0000
825,-999,1.0000
826,-999,1.0000
827,-999,1.0000
828,-999,1.0000
829,-999,1.0000
830,-999,1.0000
831,-999,1.0000
832,-999,1.0000
833,-999,1.0000
834,-999,1.0000
835,-999,1.0000
836,-999,1.0000
837,-999,1.0000
838,-999,1.0000
839,-999,1.0000
840,-999,1.0000
841,-999,1.0000
842,-999,1.0000
843,-999,1.0000
844,-999,1.0000
845,-999,1.0000
846,-999,1.0000
847,-999,1.0000
848,-999,1.0000
849,-999,1.0000
850,-999,1.0000
851,-999,1.0000
852,-999,1.0000
853,-999,1.0000
854,-999,1.0000
855,-999,1.0000
856,-999,1.0000
857,-999,1.0000
858,-999,1.0000
859,-999,1.0000
860,-999,1.0000
861,-999,1.0000
862,-999,1.0000
863,-999,1.0000
864,-999,1.0000
865,-999,1.0000
866,-999,1.0000
867,-999,1.0000
868,-999,1.0000
869,-999,1.0000
870,-999,1.0000
871,-999,1.0000
872,-999,1.0000
873,-999,1.0000
874,-999,1.0000
875,-999,1.0000
876,-999,1.0000
877,-999,1.0000
878,-999,1.0000
879,-999,1.0000
880,-999,1.0000
881,-999,1.0000
882,-999,1.0000
883,-999,1.0000
884,-999,1.0000
885,-999,1.0000
886,-999,1.0000
887,-999,1.0000
888,-999,1.0000
889,-999,1.0000
890,-999,1.0000
891,-999,1.0000
892,-999,1.0000
893,-999,1.0000
894,-999,1.0000
895,-999,1.0000
896,-999,1.0000
897,-999,1.0000
898,-999,1.0000
899,-999,1.0000
900,-999,1.0000
901,-999,1.0000
902,-999,1.0000
903,-999,1.0000
904,-999,1.0000
905,-999,1.0000
906,-999,1.0000
907,-999,1.0000
908,-999,1.0000
909,5314,0.5167
909,5539,0.4833
910,5314,0.8599
910,5539,0.1401
911,5314,1.0000
912,5314,1.0000
913,5314,1.0000
914,5314,1.0000
915,5314,1.0000
916,5314,1.0000
917,5314,1.0000
918,5314,1.0000
919,5314,0.5769
919,5419,0.4231
920,5419,0.7990
920,5314,0.2010
921,5419,1.0000
922,5419,1.0000
923,5419,1.0000
924,5419,1.0000
925,5419,1.0000
926,5419,1.0000
927,5419,1.0000
928,5419,1.0000
929,5419,1.0000
930,5419,1.0000
931,5419,0.9130
931,5315,0.0870
932,5315,0.6587
932,5419,0.3413
933,5419,1.0000
934,5419,1.0000
935,5419,1.0000
936,5419,1.0000
937,5419,0.9282
937,5423,0.0718
938,5423,0.3173
938,5419,0.6827
939,5423,0.0096
939,5419,0.9904
940,5419,1.0000
941,5419,1.0000
942,5419,1.0000
943,5419,1.0000
944,5419,1.0000
945,5419,1.0000
946,5419,1.0000
947,5419,1.0000
948,5419,1.0000
949,5419,1.0000
950,5419,1.0000
951,5419,1.0000
952,5419,1.0000
953,5419,1.0000
954,5419,1.0000
955,5419,1.0000
956,5419,1.0000
957,5419,1.0000
958,5419,1.0000
959,5419,1.0000
960,5419,0.7659
960,5427,0.2341
961,5427,0.8967
961,5315,0.0610
961,5419,0.0423
962,5427,0.9805
962,5428,0.0195
963,5427,0.3521
963,5428,0.6479
964,5428,1.0000
965,5428,1.0000
966,5428,0.6714
966,5427,0.3286
967,5428,0.0398
967,5427,0.9602
968,5427,0.3048
968,5428,0.6952
969,5428,1.0000
970,5428,1.0000
971,5428,1.0000
972,5428,1.0000
973,5428,1.0000
974,5428,1.0000
975,5428,1.0000
976,5428,1.0000
977,5428,1.0000
978,5428,1.0000
979,5428,1.0000
980,5428,1.0000
981,5428,1.0000
982,5428,1.0000
983,5428,1.0000
984,5428,1.0000
985,5428,1.0000
986,5428,0.7619
986,5380,0.1857
986,-999,0.0238
986,3297,0.0048
986,3299,0.0238
987,5380,0.4810
987,5428,0.0952
987,-999,0.1476
987,3467,0.0238
987,3984,0.1095
987,3338,0.0048
987,3994,0.0476
987,3919,0.0048
987,3299,0.0381
987,3296,0.0381
987,3297,0.0048
987,3292,0.0048
988,5380,0.9571
988,-999,0.0429
989,5380,0.6238
989,-999,0.3762
990,-999,1.0000
991,-999,1.0000
992,-999,1.0000
993,-999,1.0000
994,-999,1.0000
995,-999,1.0000
996,-999,1.0000
997,-999,1.0000
998,-999,1.0000
999,-999,1.0000
1000,-999,1.0000
1001,-999,1.0000
1002,-999,1.0000
1003,-999,1.0000
1004,-999,1.0000
1005,-999,1.0000
1006,-999,1.0000
1007,-999,1.0000
1008,-999,1.0000
1009,-999,1.0000
1010,-999,1.0000
1011,-999,1.0000
1012,-999,1.0000
1013,-999,1.0000
1014,-999,1.0000
1015,-999,1.0000
1016,-999,1.0000
1017,-999,1.0000
1018,-999,1.0000
1019,-999,1.0000
1020,-999,1.0000
1021,-999,1.0000
1022,-999,1.0000
1023,-999,1.0000
1024,-999,1.0000
1025,-999,1.0000
1026,-999,1.0000
1027,-999,1.0000
1028,-999,1.0000
1029,-999,1.0000
1030,-999,1.0000
1031,-999,1.0000
1032,-999,1.0000
1033,-999,1.0000
1034,-999,1.0000
1035,-999,1.0000
1036,-999,1.0000
1037,-999,1.0000
1038,-999,1.0000
1039,-999,1.0000
1040,-999,1.0000
1041,-999,1.0000
1042,-999,1.0000
1043,-999,1.0000
1044,-999,1.0000
1045,-999,1.0000
1046,-999,1.0000
1047,-999,1.0000
1048,-999,1.0000
1049,-999,1.0000
1050,-999,1.0000
1051,-999,1.0000
1052,-999,1.0000
1053,-999,1.0000
1054,-999,1.0000
1055,-999,1.0000
1056,-999,1.0000
1057,-999,1.0000
1058,-999,1.0000
1059,-999,1.0000
1060,-999,1.0000
1061,-999,1.0000
1062,-999,1.0000
1063,-999,1.0000
1064,-999,1.0000
1065,-999,1.0000
1066,-999,1.0000
1067,-999,1.0000
1068,-999,1.0000
1069,-999,1.0000
1070,-999,1.0000
1071,-999,1.0000
1072,-999,1.0000
1073,-999,1.0000
1074,-999,1.0000
1075,-999,1.0000
1076,-999,1.0000
1077,-999,1.0000
1078,-999,1.0000
1079,-999,1.0000
1080,-999,1.0000
1081,-999,1.0000
1082,-999,1.0000
1083,-999,1.0000
1084,-999,1.0000
1085,-999,1.0000
1086,-999,1.0000
1087,-999,1.0000
1088,-999,1.0000
1089,-999,1.0000
1090,-999,1.0000
1091,-999,1.0000
1092,-999,1.0000
1093,-999,1.0000
1094,-999,1.0000
1095,-999,1.0000
1096,-999,1.0000
1097,-999,1.0000
1098,-999,1.0000
1099,-999,1.0000
1100,-999,1.0000
1101,-999,1.0000
1102,-999,1.0000
1103,-999,1.0000
1104,-999,1.0000
1105,-999,1.0000
1106,-999,1.0000
1107,-999,1.0000
1108,-999,1.0000
1109,-999,1.0000
1110,-999,1.0000
1111,-999,1.0000
1112,-999,1.0000
1113,-999,1.0000
1114,-999,1.0000
1115,-999,1.0000
1116,-999,1.0000
1117,-999,1.0000
1118,-999,1.0000
1119,-999,1.0000
1120,-999,1.0000
1121,-999,1.0000
1122,-999,1.0000
1123,-999,1.0000
1124,-999,1.0000
1125,-999,1.0000
1126,-999,1.0000
1127,-999,1.0000
1128,-999,1.0000
1129,-999,1.0000
1130,-999,1.0000
1131,-999,1.0000
1132,-999,1.0000
1133,-999,1.0000
1134,-999,1.0000
1135,-999,1.0000
1136,5314,0.8182
1136,5539,0.1818
1137,5314,0.9619
1137,5539,0.0381
1138,5314,1.0000
1139,5314,1.0000
1140,5314,1.0000
1141,5314,1.0000
1142,5314,1.0000
1143,5314,1.0000
1144,5314,1.0000
1145,5314,1.0000
1146,5314,0.8221
1146,5419,0.1779
1147,5314,0.3155
1147,5419,0.6845
1148,5419,0.9130
1148,5314,0.0870
1149,5419,1.0000
1150,5419,1.0000
1151,5419,0.7500
1151,5314,0.2500
1152,5419,1.0000
1153,5419,1.0000
1154,5419,1.0000
1155,5419,1.0000
1156,5419,1.0000
1157,5419,1.0000
1158,5419,0.6986
1158,5315,0.3014
1159,5315,0.2788
1159,5419,0.7212
1160,5419,0.8278
1160,5315,0.1722
1161,5419,1.0000
1162,5419,1.0000
1163,5419,1.0000
1164,5419,1.0000
1165,5419,1.0000
1166,5419,1.0000
1167,5419,1.0000
1168,5419,1.0000
1169,5419,1.0000
1170,5419,1.0000
1171,5419,1.0000
1172,5419,1.0000
1173,5419,1.0000
1174,5419,1.0000
1175,5419,1.0000
1176,5419,1.0000
1177,5419,1.0000
1178,5419,0.8373
1178,5315,0.1627
1179,5419,0.4829
1179,5315,0.5171
1180,5419,0.8086
1180,5315,0.1914
1181,5419,1.0000
1182,5419,1.0000
1183,5419,1.0000
1184,5419,1.0000
1185,5419,1.0000
1186,5419,0.8627
1186,5315,0.1078
1186,5427,0.0294
1187,5419,0.6952
1187,5427,0.3048
1188,5427,0.5446
1188,5315,0.3911
1188,5419,0.0644
1189,5427,0.9381
1189,5315,0.0286
1189,5428,0.0333
1190,5427,0.0591
1190,5428,0.9409
1191,5428,1.0000
1192,5428,0.9118
1192,5427,0.0882
1193,5428,0.1262
1193,5427,0.7430
1193,5315,0.1308
