EcoTypeID,VegID,treeSpecfrac
3028,21185,0.001939847
3028,31296,0.001892049
3028,22915,0.001888136
3028,7679,0.00167157
3028,9,0.00149348
3028,410,0.001423473
3028,2584,0.001050453
3028,30079,0.001046556
3028,1481,0.000753137
3028,38222,0.000731702
3028,26921,0.000728419
3028,30085,0.000713233
3028,33,0.000697111
3028,32587,0.000463319
3028,24,0.000448151
3028,29957,0.000433227
3028,20,0.000362696
3028,32478,0.00034067
3028,38754,0.000245928
3028,10306,0.000242126
3028,31999,0.000180214
3028,30103,0.000167983
3028,1480,0.000147105
3028,8463,0.000116662
3028,34276,0.000102028
3028,31775,7.22E-05
3028,30080,7.05E-05
3028,38953,6.85E-05
3028,31297,5.88E-05
3028,17169,3.77E-05
3028,32513,3.59E-05
3028,17156,3.54E-05
3028,13,3.50E-05
3028,41596,1.64E-05
3028,29955,1.57E-05
3028,30158,6.72E-06
3028,30113,4.31E-06
3028,30086,3.66E-06
3028,35831,6.19E-07
3028,32426,4.79E-07
3029,30148,0.263702086
3029,32450,0.154206226
3029,32507,0.149169196
3029,6130,0.131358832
3029,32000,0.082216096
3029,16,0.065539841
3029,32587,0.042877519
3029,30122,0.024551517
3029,30118,0.024524514
3029,31999,0.009737823
3029,32478,0.006668283
3029,1481,0.006559163
3029,2584,0.005569808
3029,22915,0.004605852
3029,32513,0.00448058
3029,21185,0.003535736
3029,30103,0.003377419
3029,30158,0.003308125
3029,410,0.003166947
3029,32460,0.003023427
3029,27,0.001878961
3029,32426,0.001489088
3029,30153,0.000779006
3029,30098,0.000747935
3029,822,0.000635855
3029,38953,0.000622786
3029,41597,0.000549176
3029,17169,0.000325511
3029,30085,0.000209979
3029,26921,0.000209609
3029,30079,0.000151042
3029,30543,0.000116395
3029,10306,0.000105668
3030,30148,0.277161227
3030,6130,0.21138707
3030,32000,0.187869831
3030,32507,0.151585496
3030,32450,0.039445771
3030,2584,0.025180759
3030,30122,0.024066369
3030,16,0.017822562
3030,32478,0.013918462
3030,22915,0.009575372
3030,32587,0.008422433
3030,30118,0.008333533
3030,32513,0.00603926
3030,1481,0.004958502
3030,30158,0.003221424
3030,410,0.003131344
3030,30085,0.001585045
3030,17156,0.001240658
3030,32460,0.001085478
3030,20,0.000995791
3030,30134,0.000654945
3030,31999,0.00063567
3030,10306,0.000400834
3030,4960,0.000311935
3030,32426,0.000246047
3030,8463,0.000219298
3030,17169,0.000170128
3030,24445,0.000163244
3030,38222,0.000159114
3030,38754,1.24E-05
3031,30118,0.402876846
3031,16,0.276455579
3031,30148,0.116142734
3031,6130,0.088862901
3031,30098,0.028488582
3031,30122,0.018185779
3031,32000,0.017847639
3031,32507,0.016000532
3031,27,0.013337195
3031,30153,0.004507319
3031,21185,0.003381206
3031,31296,0.002931597
3031,32450,0.002822903
3031,30134,0.002424611
3031,8463,0.001292311
3031,2584,0.001205847
3031,21188,0.000845062
3031,26921,0.000520541
3031,30085,0.000302482
3031,32587,0.000296997
3031,30103,0.000272279
3031,30158,0.000259234
3031,31297,0.000209129
3031,7679,0.00016604
3031,32478,9.40E-05
3031,20,7.94E-05
3031,32513,5.59E-05
3031,35831,4.18E-05
3031,22915,3.75E-05
3031,410,2.45E-05
3031,38222,2.23E-05
3031,8313,8.36E-06
3031,1481,8.93E-07
3032,27,0.452233672
3032,16,0.217016246
3032,30098,0.113176601
3032,39774,0.058947051
3032,30134,0.046849202
3032,30118,0.045413479
3032,27,0.027388294
3032,30122,0.006919329
3032,6130,0.006886202
3032,32000,0.005062519
3032,30148,0.005038949
3032,21185,0.004187364
3032,9,0.003272792
3032,30079,0.002118173
3032,33,0.001320792
3032,31296,0.001293152
3032,29955,0.000500091
3032,30086,0.000486841
3032,32507,0.000445429
3032,29957,0.000340762
3032,32450,0.000273945
3032,2584,0.000189052
3032,24,0.000185537
3032,20,0.000102719
3032,30080,6.88E-05
3032,30103,5.38E-05
3032,10306,5.08E-05
3032,35831,5.00E-05
3032,26921,3.36E-05
3032,39773,3.19E-05
3032,1481,1.63E-05
3032,41590,1.55E-05
3032,31297,1.10E-05
3032,22915,1.07E-05
3032,17156,3.42E-06
3032,7679,2.56E-06
3032,31775,2.24E-06
3032,30158,1.17E-06
3032,31999,8.04E-09
3032,34276,8.04E-09
3033,30098,0.588490012
3033,30079,0.265679756
3033,39774,0.055448629
3033,16,0.031796767
3033,30122,0.030034064
3033,30134,0.010903367
3033,30113,0.007709243
3033,31296,0.002736503
3033,32478,0.0020122
3033,30148,0.001103321
3033,21185,0.001060359
3033,30137,0.001019943
3033,27,0.00100435
3033,30118,0.001001486
3034,30118,0.246661579
3034,16,0.204977626
3034,30148,0.17615594
3034,32450,0.14246889
3034,32507,0.04564968
3034,6130,0.042002321
3034,30122,0.038488076
3034,32426,0.029974242
3034,32460,0.023570286
3034,32000,0.02111209
3034,32587,0.01166423
3034,31297,0.00906959
3034,30098,0.005340143
3034,30158,0.002370562
3034,30103,0.000494745
3035,32000,0.539529818
3035,30098,0.078602381
3035,2584,0.071450272
3035,30148,0.060983302
3035,39773,0.048597271
3035,6130,0.03881006
3035,32450,0.037739495
3035,16,0.024912823
3035,32507,0.018902096
3035,30122,0.01399778
3035,30134,0.013482825
3035,30085,0.009922726
3035,33,0.008141802
3035,9,0.007210686
3035,32478,0.005679809
3035,22915,0.004903442
3035,410,0.00435264
3035,29973,0.004203574
3035,38222,0.00186267
3035,39774,0.001807589
3035,17169,0.00126116
3035,27,0.001175917
3035,7679,0.001067068
3035,1481,0.000973956
3035,41596,0.000428838
3036,39773,0.38227428
3036,32000,0.246256858
3036,29973,0.154201408
3036,1481,0.152490726
3036,38754,0.042850115
3036,410,0.007177232
3036,9,0.00563498
3036,30098,0.002172051
3036,20,0.00169278
3036,41596,0.001621852
3036,8463,0.001256313
3036,31297,0.001253092
3036,30134,0.000486271
3036,31775,0.000197977
3036,2584,0.000178464
3036,33,7.82E-05
3036,17169,5.96E-05
3036,29957,5.92E-05
3036,41590,5.86E-05
3037,32000,0.623667919
3037,39773,0.184543361
3037,38754,0.061485233
3037,1481,0.027036257
3037,9,0.019166494
3037,410,0.014693094
3037,6130,0.013085907
3037,16,0.012389426
3037,20,0.005923905
3037,7679,0.004028356
3037,38222,0.003976978
3037,2584,0.003956906
3037,39774,0.003799124
3037,30122,0.003419352
3037,33,0.003113846
3037,30148,0.002668505
3037,30134,0.001681768
3037,31297,0.001352395
3037,30098,0.001338981
3037,31775,0.001295106
3037,29973,0.001239534
3037,32478,0.001175866
3037,30085,0.000750157
3037,27,0.000682604
3037,41596,0.000593077
3037,22915,0.000536947
3037,8463,0.000462734
3037,24,0.000429558
3037,32450,0.000377924
3037,41590,0.000341047
3037,17169,0.000305713
3037,29957,0.000130064
3037,32507,0.000118076
3037,10306,9.68E-05
3037,31296,7.61E-05
3037,34276,2.95E-05
3037,21620,2.24E-05
3037,35833,7.83E-06
3037,24445,1.15E-06
3037,10588,5.94E-09
3038,24,0.300351355
3038,39774,0.276678675
3038,9,0.247413282
3038,32000,0.059615726
3038,29957,0.043988204
3038,30098,0.035692558
3038,41590,0.011334599
3038,30148,0.011198663
3038,30079,0.006734166
3038,20,0.005482743
3038,38754,0.000594146
3038,21619,0.000460247
3038,39773,0.000273399
3038,33,0.000119135
3038,21620,6.31E-05
3039,32000,0.611625344
3039,39773,0.195208616
3039,1481,0.087989668
3039,38754,0.043131736
3039,410,0.020828484
3039,8463,0.010130073
3039,29973,0.009950285
3039,9,0.004444982
3039,33,0.004164688
3039,22915,0.001754363
3039,31775,0.001638355
3039,20,0.001451448
3039,38222,0.001387625
3039,31297,0.001069121
3039,41596,0.000830029
3039,30122,0.000768237
3039,7679,0.000546657
3039,2584,0.00052611
3039,16,0.0005098
3039,32478,0.000490519
3039,35831,0.000335601
3039,30134,0.000280687
3039,41590,0.000160792
3039,10306,0.000144394
3039,39774,0.000140594
3039,6130,0.000126795
3039,34276,0.000126096
3039,17169,0.00010448
3039,30098,8.45E-05
3039,32507,1.96E-05
3039,32450,1.76E-05
3039,24445,1.27E-05
3039,29957,2.18E-08
3041,39774,0.472046953
3041,9,0.247013583
3041,30098,0.050472822
3041,39773,0.050440946
3041,24,0.045360608
3041,32000,0.032117059
3041,41590,0.028224575
3041,27,0.020325974
3041,16,0.008736628
3041,33,0.008342854
3041,30148,0.007815998
3041,30134,0.007701167
3041,29957,0.00689964
3041,30079,0.004252406
3041,38754,0.003731163
3041,20,0.002814204
3041,410,0.002435892
3041,30122,0.000565157
3041,21619,0.000444571
3041,1481,0.00013174
3041,41596,0.000105548
3041,31775,2.03E-05
3041,38222,1.41E-07
3041,6130,3.53E-08
3041,34276,3.53E-08
3042,39773,0.304956029
3042,9,0.29560367
3042,32000,0.201571871
3042,39774,0.063618752
3042,38754,0.052650715
3042,33,0.025836659
3042,24,0.012218972
3042,41590,0.010961059
3042,1481,0.008691458
3042,30098,0.006020447
3042,29957,0.003813438
3042,20,0.003337347
3042,30134,0.002646226
3042,410,0.002364101
3042,38222,0.001969306
3042,21620,0.000999886
3042,27,0.000632341
3042,31297,0.000610746
3042,31775,0.000305847
3042,6130,0.000278143
3042,29973,0.000227378
3042,16,0.000185744
3042,31296,0.000168961
3042,41596,0.000133604
3042,30079,8.68E-05
3042,30148,6.31E-05
3042,7679,2.73E-05
3042,34276,2.01E-05
3043,32000,0.483049012
3043,22915,0.209739467
3043,2584,0.065357345
3043,32450,0.038234975
3043,30122,0.020714376
3043,16,0.020529502
3043,8463,0.017189016
3043,7679,0.015693611
3043,35831,0.014914768
3043,410,0.01423415
3043,1481,0.013535833
3043,30148,0.012156107
3043,39773,0.011311253
3043,6130,0.011168889
3043,32507,0.00966477
3043,30085,0.00951779
3043,30134,0.005299494
3043,30098,0.004358636
3043,27,0.003926186
3043,33,0.003078666
3043,32478,0.002509234
3043,20,0.002428215
3043,30118,0.002330927
3043,38222,0.00192151
3043,29957,0.001523892
3043,32587,0.00137622
3043,29973,0.001094454
3043,31297,0.001084432
3043,38754,0.000474885
3043,1480,0.000351677
3043,17169,0.000298503
3043,39774,0.000211905
3043,34276,0.000202598
3043,32426,0.000153819
3043,41596,9.29E-05
3043,822,8.12E-05
3043,10306,7.06E-05
3043,31775,4.70E-05
3043,24,4.19E-05
3043,32513,1.93E-05
3043,38953,9.53E-06
3043,27,1.43E-06
3043,9,2.47E-08
3044,39774,0.282717922
3044,30098,0.276870485
3044,16,0.144827281
3044,27,0.113620388
3044,30134,0.046560623
3044,30148,0.035229442
3044,9,0.023808708
3044,30079,0.023475231
3044,32000,0.019467555
3044,20,0.017348488
3044,24,0.006502806
3044,27,0.00327747
3044,29957,0.002605506
3044,6130,0.002220676
3044,30122,0.000833067
3044,33,0.00052871
3044,41596,7.81E-05
3044,31775,2.66E-05
3044,1480,1.57E-07
3044,21620,1.57E-07
3044,31296,1.57E-07
3044,34276,1.57E-07
3044,38754,1.57E-07
3044,39773,1.57E-07
3045,32000,0.29421209
3045,20,0.204456875
3045,30148,0.189270763
3045,30098,0.108499139
3045,21620,0.065879053
3045,24,0.047392775
3045,29957,0.044705231
3045,38754,0.010402881
3045,21185,0.008258608
3045,16,0.008151852
3045,39774,0.003249495
3045,39773,0.002686301
3045,31296,0.002622902
3045,9,0.002289897
3045,30079,0.002130394
3045,30134,0.001502302
3045,1481,0.000730405
3045,4961,0.000574842
3045,21619,0.000408125
3045,410,0.000401204
3045,32478,0.000358542
3045,31297,0.000316227
3045,30122,0.000278392
3045,38222,0.000235191
3045,6130,0.000202239
3045,33,0.000189145
3045,24445,0.00010127
3045,29960,8.56E-05
3045,396,8.02E-05
3045,1480,7.99E-05
3045,21198,5.92E-05
3045,41596,5.85E-05
3045,29955,4.61E-05
3045,41590,3.57E-05
3045,30113,3.51E-05
3045,27,5.02E-06
3045,10588,4.70E-06
3045,31270,3.83E-06
3045,31775,9.14E-09
3046,24,0.446171188
3046,30098,0.144484419
3046,29957,0.129468113
3046,30079,0.103276222
3046,32000,0.057874347
3046,39774,0.048204095
3046,21619,0.033155734
3046,21620,0.018180514
3046,30113,0.006465489
3046,9,0.004997525
3046,30134,0.00377307
3046,31296,0.001552617
3046,20,0.000964298
3046,38754,0.000636136
3046,30148,0.000601247
3046,33,0.000194808
3046,39773,1.77E-07
3047,32000,0.232706843
3047,20,0.171691192
3047,38754,0.129941865
3047,21620,0.126309201
3047,30098,0.097438931
3047,24,0.074625289
3047,29957,0.071711568
3047,39773,0.052812869
3047,30148,0.020108464
3047,30134,0.009277577
3047,31296,0.004781563
3047,31297,0.004393527
3047,4961,0.002542261
3047,39774,0.000640668
3047,38222,0.000606216
3047,396,0.000220348
3047,30079,0.000151646
3047,16,3.47E-05
3047,41596,5.14E-06
3047,21185,1.33E-07
3048,30148,1
3049,21198,0.308428197
3049,21188,0.274280935
3049,32000,0.126167602
3049,31296,0.10969535
3049,30148,0.106923453
3049,30113,0.031900878
3049,8313,0.017786035
3049,396,0.00932231
3049,30098,0.008885616
3049,32475,0.005762142
3049,30107,0.000847483
3050,30098,0.453709438
3050,24,0.131532046
3050,32000,0.094985948
3050,29957,0.084445142
3050,30148,0.061257813
3050,31296,0.044764565
3050,20,0.04074087
3050,21620,0.027971039
3050,38754,0.019304971
3050,30079,0.009834029
3050,39774,0.008510116
3050,9,0.005194564
3050,39773,0.004331922
3050,21185,0.003379214
3050,30113,0.003097392
3050,30134,0.00224697
3050,8313,0.001439787
3050,29971,0.001246066
3050,41590,0.00110037
3050,31297,0.000562704
3050,16,0.000267722
3050,41596,6.74E-05
3050,21619,9.91E-06
3051,32000,0.308775642
3051,30148,0.258596371
3051,32475,0.087643054
3051,16,0.071460479
3051,31296,0.065961333
3051,30098,0.057788308
3051,30107,0.028216445
3051,21198,0.026465844
3051,21188,0.020150034
3051,30113,0.018132899
3051,24,0.016058191
3051,29957,0.012904551
3051,21177,0.00994175
3051,29971,0.00451972
3051,30162,0.002793641
3051,30080,0.002583966
3051,403,0.002383177
3051,21183,0.002153957
3051,8313,0.001716129
3051,33414,0.000694412
3051,34276,0.000414728
3051,30153,0.0002477
3051,31297,0.000239881
3051,396,0.000157789
3052,32000,0.266357655
3052,31296,0.206606494
3052,16,0.121955965
3052,30148,0.07783561
3052,29957,0.055534555
3052,24,0.041110289
3052,30098,0.038851932
3052,21198,0.030501645
3052,8313,0.020307626
3052,403,0.019464018
3052,29971,0.019450377
3052,30113,0.017817725
3052,21188,0.016676521
3052,32475,0.015364441
3052,30107,0.014755966
3052,30080,0.011218913
3052,24,0.008658652
3052,30162,0.007109644
3052,33414,0.004078038
3052,30153,0.002185484
3052,396,0.001359466
3052,31273,0.001303106
3052,21183,0.001050023
3052,4937,0.000445856
3053,30148,0.632551622
