EcoTypeID,VegID,HerbSpecFrac
5413,GFHerb,1
5414,GFHerb,1
5415,GFHerb,1
5416,GFHerb,1
5417,GFHerb,1
5418,GFHerb,1
5419,GFHerb,1
5420,GFHerb,1
5421,GFHerb,1
5422,GFHerb,1
5423,GFHerb,1
5424,GFHerb,1
5425,GFHerb,1
5426,GFHerb,1
5427,GFHerb,1
5428,GFHerb,1
5429,GFHerb,1
5430,GFHerb,1
5431,GFHerb,1
5432,GFHerb,1
5433,GFHerb,1
5434,GFHerb,1
5435,GFHerb,1
5436,GFHerb,1
5437,GFHerb,1
5438,GFHerb,1
5439,GFHerb,1
5440,GFHerb,1
5441,GFHerb,1
5442,GFHerb,1
5443,GFHerb,1
5444,GFHerb,1
5445,GFHerb,1
5446,GFHerb,1
5447,GFHerb,1
5448,GFHerb,1
5449,GFHerb,1
5450,GFHerb,1
5451,GFHerb,1
5452,GFHerb,1
5453,GFHerb,1
5454,GFHerb,1
5455,GFHerb,1
5456,GFHerb,1
5457,GFHerb,1
5458,GFHerb,1
5459,GFHerb,1
5460,GFHerb,1
5461,GFHerb,1
5462,GFHerb,1
5463,GFHerb,1
5464,GFHerb,1
5465,GFHerb,1
5466,GFHerb,1
5467,GFHerb,1
5468,GFHerb,1
5469,GFHerb,1
5470,GFHerb,1
5471,GFHerb,1
5472,GFHerb,1
5473,GFHerb,1
5474,GFHerb,1
5475,GFHerb,1
5476,GFHerb,1
5477,GFHerb,1
5478,GFHerb,1
5479,GFHerb,1
5480,GFHerb,1
5481,GFHerb,1
5482,GFHerb,1
5483,GFHerb,1
5484,GFHerb,1
5485,GFHerb,1
5486,GFHerb,1
5487,GFHerb,1
5488,GFHerb,1
5489,GFHerb,1
5490,GFHerb,1
5491,GFHerb,1
5492,GFHerb,1
5493,GFHerb,1
5494,GFHerb,1
5495,GFHerb,1
5496,GFHerb,1
5497,GFHerb,1
5498,GFHerb,1
5499,GFHerb,1
5500,GFHerb,1
5501,GFHerb,1
5502,GFHerb,1
5503,GFHerb,1
5504,GFHerb,1
5505,GFHerb,1
5506,GFHerb,1
5507,GFHerb,1
5508,GFHerb,1
5509,GFHerb,1
5510,GFHerb,1
5511,GFHerb,1
5512,GFHerb,1
5513,GFHerb,1
5514,GFHerb,1
5515,GFHerb,1
5516,GFHerb,1
5517,GFHerb,1
5518,GFHerb,1
5519,GFHerb,1
5520,GFHerb,1
5521,GFHerb,1
5522,GFHerb,1
5523,GFHerb,1
5524,GFHerb,1
5525,GFHerb,1
5526,GFHerb,1
5527,GFHerb,1
5528,GFHerb,1
5529,GFHerb,1
5530,GFHerb,1
5531,GFHerb,1
5532,GFHerb,1
5533,GFHerb,1
5534,GFHerb,1
5535,GFHerb,1
5536,GFHerb,1
5537,GFHerb,1
5538,GFHerb,1
5539,GFHerb,1
5540,GFHerb,1
5541,GFHerb,1
5542,GFHerb,1
5543,GFHerb,1
5544,GFHerb,1
5545,GFHerb,1
5546,GFHerb,1
5547,GFHerb,1
5548,GFHerb,1
5549,GFHerb,1
5550,GFHerb,1
5551,GFHerb,1
5552,GFHerb,1
5553,GFHerb,1
5554,GFHerb,1
5555,GFHerb,1
5556,GFHerb,1
5557,GFHerb,1
5558,GFHerb,1
5559,GFHerb,1
5560,GFHerb,1
5561,GFHerb,1
5562,GFHerb,1
5563,GFHerb,1
5564,GFHerb,1
5565,GFHerb,1
5566,GFHerb,1
5567,GFHerb,1
5568,GFHerb,1
5569,GFHerb,1
5570,GFHerb,1
5571,GFHerb,1
5572,GFHerb,1
5573,GFHerb,1
5574,GFHerb,1
5575,GFHerb,1
5576,GFHerb,1
5577,GFHerb,1
5578,GFHerb,1
5579,GFHerb,1
5580,GFHerb,1
5581,GFHerb,1
5582,GFHerb,1
5583,GFHerb,1
5584,GFHerb,1
5585,GFHerb,1
5586,GFHerb,1
5587,GFHerb,1
5588,GFHerb,1
5589,GFHerb,1
5590,GFHerb,1
5591,GFHerb,1
5592,GFHerb,1
5593,GFHerb,1
5594,GFHerb,1
5595,GFHerb,1
5596,GFHerb,1
5597,GFHerb,1
5598,GFHerb,1
5599,GFHerb,1
5600,GFHerb,1
5601,GFHerb,1
5602,GFHerb,1
5603,GFHerb,1
5604,GFHerb,1
5605,GFHerb,1
5606,GFHerb,1
5607,GFHerb,1
5608,GFHerb,1
5609,GFHerb,1
5610,GFHerb,1
5611,GFHerb,1
5612,GFHerb,1
5613,GFHerb,1
5614,GFHerb,1
5615,GFHerb,1
5616,GFHerb,1
5617,GFHerb,1
5618,GFHerb,1
5619,GFHerb,1
5620,GFHerb,1
5621,GFHerb,1
5622,GFHerb,1
5623,GFHerb,1
5624,GFHerb,1
5625,GFHerb,1
5626,GFHerb,1
5627,GFHerb,1
5628,GFHerb,1
5629,GFHerb,1
5630,GFHerb,1
5631,GFHerb,1
5632,GFHerb,1
5633,GFHerb,1
5634,GFHerb,1
5635,GFHerb,1
5636,GFHerb,1
5637,GFHerb,1
5638,GFHerb,1
5639,GFHerb,1
5640,GFHerb,1
5641,GFHerb,1
5642,GFHerb,1
5643,GFHerb,1
5644,GFHerb,1
5645,GFHerb,1
5646,GFHerb,1
5647,GFHerb,1
5648,GFHerb,1
5649,GFHerb,1
5650,GFHerb,1
5651,GFHerb,1
5652,GFHerb,1
5653,GFHerb,1
5654,GFHerb,1
5655,GFHerb,1
5656,GFHerb,1
5657,GFHerb,1
5658,GFHerb,1
5659,GFHerb,1
5660,GFHerb,1
5661,GFHerb,1
5662,GFHerb,1
5663,GFHerb,1
5664,GFHerb,1
5665,GFHerb,1
5666,GFHerb,1
5667,GFHerb,1
5668,GFHerb,1
5669,GFHerb,1
5670,GFHerb,1
5671,GFHerb,1
5672,GFHerb,1
5673,GFHerb,1
5674,GFHerb,1
5675,GFHerb,1
5676,GFHerb,1
5677,GFHerb,1
5678,GFHerb,1
5679,GFHerb,1
5680,GFHerb,1
5681,GFHerb,1
5682,GFHerb,1
5683,GFHerb,1
5684,GFHerb,1
5685,GFHerb,1
5686,GFHerb,1
5687,GFHerb,1
5688,GFHerb,1
5689,GFHerb,1
5690,GFHerb,1
5691,GFHerb,1
5692,GFHerb,1
5693,GFHerb,1
5694,GFHerb,1
5695,GFHerb,1
5696,GFHerb,1
5697,GFHerb,1
5698,GFHerb,1
5699,GFHerb,1
5700,GFHerb,1
5701,GFHerb,1
5702,GFHerb,1
5703,GFHerb,1
5704,GFHerb,1
5705,GFHerb,1
5706,GFHerb,1
5707,GFHerb,1
5708,GFHerb,1
5709,GFHerb,1
5710,GFHerb,1
5711,GFHerb,1
5712,GFHerb,1
5713,GFHerb,1
5714,GFHerb,1
5715,GFHerb,1
5716,GFHerb,1
5717,GFHerb,1
5718,GFHerb,1
5719,GFHerb,1
5720,GFHerb,1
5721,GFHerb,1
5722,GFHerb,1
5723,GFHerb,1
5724,GFHerb,1
5725,GFHerb,1
5726,GFHerb,1
5727,GFHerb,1
5728,GFHerb,1
5729,GFHerb,1
5730,GFHerb,1
5731,GFHerb,1
5732,GFHerb,1
5733,GFHerb,1
5734,GFHerb,1
5735,GFHerb,1
5736,GFHerb,1
5737,GFHerb,1
5738,GFHerb,1
5739,GFHerb,1
5740,GFHerb,1
5741,GFHerb,1
5742,GFHerb,1
5743,GFHerb,1
5744,GFHerb,1
5745,GFHerb,1
5746,GFHerb,1
5747,GFHerb,1
5748,GFHerb,1
5749,GFHerb,1
5750,GFHerb,1
5751,GFHerb,1
5752,GFHerb,1
5753,GFHerb,1
5754,GFHerb,1
5755,GFHerb,1
5756,GFHerb,1
5757,GFHerb,1
5758,GFHerb,1
5759,GFHerb,1
5760,GFHerb,1
5761,GFHerb,1
5762,GFHerb,1
5763,GFHerb,1
5764,GFHerb,1
5765,GFHerb,1
5766,GFHerb,1
5767,GFHerb,1
5768,GFHerb,1
5769,GFHerb,1
5770,GFHerb,1
5771,GFHerb,1
5772,GFHerb,1
5773,GFHerb,1
5774,GFHerb,1
5775,GFHerb,1
5776,GFHerb,1
5777,GFHerb,1
5778,GFHerb,1
5779,GFHerb,1
5780,GFHerb,1
5781,GFHerb,1
5782,GFHerb,1
5783,GFHerb,1
5784,GFHerb,1
5785,GFHerb,1
5786,GFHerb,1
5787,GFHerb,1
5788,GFHerb,1
5789,GFHerb,1
5790,GFHerb,1
5791,GFHerb,1
5792,GFHerb,1
5793,GFHerb,1
5794,GFHerb,1
5795,GFHerb,1
5796,GFHerb,1
5797,GFHerb,1
5798,GFHerb,1
5799,GFHerb,1
5800,GFHerb,1
5801,GFHerb,1
5802,GFHerb,1
5803,GFHerb,1
5804,GFHerb,1
5805,GFHerb,1
5806,GFHerb,1
5807,GFHerb,1
5808,GFHerb,1
5809,GFHerb,1
5810,GFHerb,1
5811,GFHerb,1
5812,GFHerb,1
5813,GFHerb,1
5814,GFHerb,1
5815,GFHerb,1
5816,GFHerb,1
5817,GFHerb,1
5818,GFHerb,1
5819,GFHerb,1
5820,GFHerb,1
5821,GFHerb,1
5822,GFHerb,1
5823,GFHerb,1
5824,GFHerb,1
5825,GFHerb,1
5826,GFHerb,1
5827,GFHerb,1
5828,GFHerb,1
5829,GFHerb,1
5830,GFHerb,1
5831,GFHerb,1
5832,GFHerb,1
5833,GFHerb,1
5834,GFHerb,1
5835,GFHerb,1
5836,GFHerb,1
5837,GFHerb,1
5838,GFHerb,1
5839,GFHerb,1
5840,GFHerb,1
5841,GFHerb,1
5842,GFHerb,1
5843,GFHerb,1
5844,GFHerb,1
5845,GFHerb,1
5846,GFHerb,1
5847,GFHerb,1
5848,GFHerb,1
5849,GFHerb,1
5850,GFHerb,1
5851,GFHerb,1
5852,GFHerb,1
5853,GFHerb,1
5854,GFHerb,1
5855,GFHerb,1
5856,GFHerb,1
5857,GFHerb,1
5858,GFHerb,1
5859,GFHerb,1
5860,GFHerb,1
5861,GFHerb,1
5862,GFHerb,1
5863,GFHerb,1
5864,GFHerb,1
5865,GFHerb,1
5866,GFHerb,1
5867,GFHerb,1
5868,GFHerb,1
5869,GFHerb,1
