EcoTypeID,VegID,ShrubSpecFrac
5417,GFShrub,1
5418,GFShrub,1
5419,GFShrub,1
5420,GFShrub,1
5421,GFShrub,1
5422,GFShrub,1
5423,GFShrub,1
5424,GFShrub,1
5425,GFShrub,1
5426,GFShrub,1
5427,GFShrub,1
5428,GFShrub,1
5429,GFShrub,1
5430,GFShrub,1
5431,GFShrub,1
5432,GFShrub,1
5433,GFShrub,1
5434,GFShrub,1
5435,GFShrub,1
5436,GFShrub,1
5437,GFShrub,1
5438,GFShrub,1
5439,GFShrub,1
5440,GFShrub,1
5441,GFShrub,1
5442,GFShrub,1
5443,GFShrub,1
5444,GFShrub,1
5445,GFShrub,1
5446,GFShrub,1
5447,GFShrub,1
5448,GFShrub,1
5449,GFShrub,1
5450,GFShrub,1
5451,GFShrub,1
5452,GFShrub,1
5453,GFShrub,1
5454,GFShrub,1
5455,GFShrub,1
5456,GFShrub,1
5457,GFShrub,1
5458,GFShrub,1
5459,GFShrub,1
5460,GFShrub,1
5461,GFShrub,1
5462,GFShrub,1
5463,GFShrub,1
5464,GFShrub,1
5465,GFShrub,1
5466,GFShrub,1
5467,GFShrub,1
5468,GFShrub,1
5469,GFShrub,1
5470,GFShrub,1
5471,GFShrub,1
5472,GFShrub,1
5473,GFShrub,1
5474,GFShrub,1
5475,GFShrub,1
5476,GFShrub,1
5477,GFShrub,1
5478,GFShrub,1
5479,GFShrub,1
5480,GFShrub,1
5481,GFShrub,1
5482,GFShrub,1
5483,GFShrub,1
5484,GFShrub,1
5485,GFShrub,1
5486,GFShrub,1
5487,GFShrub,1
5488,GFShrub,1
5489,GFShrub,1
5490,GFShrub,1
5491,GFShrub,1
5492,GFShrub,1
5493,GFShrub,1
5494,GFShrub,1
5495,GFShrub,1
5496,GFShrub,1
5497,GFShrub,1
5498,GFShrub,1
5499,GFShrub,1
5500,GFShrub,1
5501,GFShrub,1
5502,GFShrub,1
5503,GFShrub,1
5504,GFShrub,1
5505,GFShrub,1
5506,GFShrub,1
5507,GFShrub,1
5508,GFShrub,1
5509,GFShrub,1
5510,GFShrub,1
5511,GFShrub,1
5512,GFShrub,1
5513,GFShrub,1
5514,GFShrub,1
5515,GFShrub,1
5516,GFShrub,1
5517,GFShrub,1
5518,GFShrub,1
5519,GFShrub,1
5520,GFShrub,1
5521,GFShrub,1
5522,GFShrub,1
5523,GFShrub,1
5524,GFShrub,1
5525,GFShrub,1
5526,GFShrub,1
5527,GFShrub,1
5528,GFShrub,1
5529,GFShrub,1
5530,GFShrub,1
5531,GFShrub,1
5532,GFShrub,1
5533,GFShrub,1
5534,GFShrub,1
5535,GFShrub,1
5536,GFShrub,1
5537,GFShrub,1
5538,GFShrub,1
5539,GFShrub,1
5540,GFShrub,1
5541,GFShrub,1
5542,GFShrub,1
5543,GFShrub,1
5544,GFShrub,1
5545,GFShrub,1
5546,GFShrub,1
5547,GFShrub,1
5548,GFShrub,1
5549,GFShrub,1
5550,GFShrub,1
5551,GFShrub,1
5552,GFShrub,1
5553,GFShrub,1
5554,GFShrub,1
5555,GFShrub,1
5556,GFShrub,1
5557,GFShrub,1
5558,GFShrub,1
5559,GFShrub,1
5560,GFShrub,1
5561,GFShrub,1
5562,GFShrub,1
5563,GFShrub,1
5564,GFShrub,1
5565,GFShrub,1
5566,GFShrub,1
5567,GFShrub,1
5568,GFShrub,1
5569,GFShrub,1
5570,GFShrub,1
5571,GFShrub,1
5572,GFShrub,1
5573,GFShrub,1
5574,GFShrub,1
5575,GFShrub,1
5576,GFShrub,1
5577,GFShrub,1
5578,GFShrub,1
5579,GFShrub,1
5580,GFShrub,1
5581,GFShrub,1
5582,GFShrub,1
5583,GFShrub,1
5584,GFShrub,1
5585,GFShrub,1
5586,GFShrub,1
5587,GFShrub,1
5588,GFShrub,1
5589,GFShrub,1
5590,GFShrub,1
5591,GFShrub,1
5592,GFShrub,1
5593,GFShrub,1
5594,GFShrub,1
5595,GFShrub,1
5596,GFShrub,1
5597,GFShrub,1
5598,GFShrub,1
5599,GFShrub,1
5600,GFShrub,1
5601,GFShrub,1
5602,GFShrub,1
5603,GFShrub,1
5604,GFShrub,1
5605,GFShrub,1
5606,GFShrub,1
5607,GFShrub,1
5608,GFShrub,1
5609,GFShrub,1
5610,GFShrub,1
5611,GFShrub,1
5612,GFShrub,1
5613,GFShrub,1
5614,GFShrub,1
5615,GFShrub,1
5616,GFShrub,1
5617,GFShrub,1
5618,GFShrub,1
5619,GFShrub,1
5620,GFShrub,1
5621,GFShrub,1
5622,GFShrub,1
5623,GFShrub,1
5624,GFShrub,1
5625,GFShrub,1
5626,GFShrub,1
5627,GFShrub,1
5628,GFShrub,1
5629,GFShrub,1
5630,GFShrub,1
5631,GFShrub,1
5632,GFShrub,1
5633,GFShrub,1
5634,GFShrub,1
5635,GFShrub,1
5636,GFShrub,1
5637,GFShrub,1
5638,GFShrub,1
5639,GFShrub,1
5640,GFShrub,1
5641,GFShrub,1
5642,GFShrub,1
5643,GFShrub,1
5644,GFShrub,1
5645,GFShrub,1
5646,GFShrub,1
5647,GFShrub,1
5648,GFShrub,1
5649,GFShrub,1
5650,GFShrub,1
5651,GFShrub,1
5652,GFShrub,1
5653,GFShrub,1
5654,GFShrub,1
5655,GFShrub,1
5656,GFShrub,1
5657,GFShrub,1
5658,GFShrub,1
5659,GFShrub,1
5660,GFShrub,1
5661,GFShrub,1
5662,GFShrub,1
5663,GFShrub,1
5664,GFShrub,1
5665,GFShrub,1
5666,GFShrub,1
5667,GFShrub,1
5668,GFShrub,1
5669,GFShrub,1
5670,GFShrub,1
5671,GFShrub,1
5672,GFShrub,1
5673,GFShrub,1
5674,GFShrub,1
5675,GFShrub,1
5676,GFShrub,1
5677,GFShrub,1
5678,GFShrub,1
5679,GFShrub,1
5680,GFShrub,1
5681,GFShrub,1
5682,GFShrub,1
5683,GFShrub,1
5684,GFShrub,1
5685,GFShrub,1
5686,GFShrub,1
5687,GFShrub,1
5688,GFShrub,1
5689,GFShrub,1
5690,GFShrub,1
5691,GFShrub,1
5692,GFShrub,1
5693,GFShrub,1
5694,GFShrub,1
5695,GFShrub,1
5696,GFShrub,1
5697,GFShrub,1
5698,GFShrub,1
5699,GFShrub,1
5700,GFShrub,1
5701,GFShrub,1
5702,GFShrub,1
5703,GFShrub,1
5704,GFShrub,1
5705,GFShrub,1
5706,GFShrub,1
5707,GFShrub,1
5708,GFShrub,1
5709,GFShrub,1
5710,GFShrub,1
5711,GFShrub,1
5712,GFShrub,1
5713,GFShrub,1
5714,GFShrub,1
5715,GFShrub,1
5716,GFShrub,1
5717,GFShrub,1
5718,GFShrub,1
5719,GFShrub,1
5720,GFShrub,1
5721,GFShrub,1
5722,GFShrub,1
5723,GFShrub,1
5724,GFShrub,1
5725,GFShrub,1
5726,GFShrub,1
5727,GFShrub,1
5728,GFShrub,1
5729,GFShrub,1
5730,GFShrub,1
5731,GFShrub,1
5732,GFShrub,1
5733,GFShrub,1
5734,GFShrub,1
5735,GFShrub,1
5736,GFShrub,1
5737,GFShrub,1
5738,GFShrub,1
5739,GFShrub,1
5740,GFShrub,1
5741,GFShrub,1
5742,GFShrub,1
5743,GFShrub,1
5744,GFShrub,1
5745,GFShrub,1
5746,GFShrub,1
5747,GFShrub,1
5748,GFShrub,1
5749,GFShrub,1
5750,GFShrub,1
5751,GFShrub,1
5752,GFShrub,1
5753,GFShrub,1
5754,GFShrub,1
5755,GFShrub,1
5756,GFShrub,1
5757,GFShrub,1
5758,GFShrub,1
5759,GFShrub,1
5760,GFShrub,1
5761,GFShrub,1
5762,GFShrub,1
5763,GFShrub,1
5764,GFShrub,1
5765,GFShrub,1
5766,GFShrub,1
5767,GFShrub,1
5768,GFShrub,1
5769,GFShrub,1
5770,GFShrub,1
5771,GFShrub,1
5772,GFShrub,1
5773,GFShrub,1
5774,GFShrub,1
5775,GFShrub,1
5776,GFShrub,1
5777,GFShrub,1
5778,GFShrub,1
5779,GFShrub,1
5780,GFShrub,1
5781,GFShrub,1
5782,GFShrub,1
5783,GFShrub,1
5784,GFShrub,1
5785,GFShrub,1
5786,GFShrub,1
5787,GFShrub,1
5788,GFShrub,1
5789,GFShrub,1
5790,GFShrub,1
5791,GFShrub,1
5792,GFShrub,1
5793,GFShrub,1
5794,GFShrub,1
5795,GFShrub,1
5796,GFShrub,1
5797,GFShrub,1
5798,GFShrub,1
5799,GFShrub,1
5800,GFShrub,1
5801,GFShrub,1
5802,GFShrub,1
5803,GFShrub,1
5804,GFShrub,1
5805,GFShrub,1
5806,GFShrub,1
5807,GFShrub,1
5808,GFShrub,1
5809,GFShrub,1
5810,GFShrub,1
5811,GFShrub,1
5812,GFShrub,1
5813,GFShrub,1
5814,GFShrub,1
5815,GFShrub,1
5816,GFShrub,1
5817,GFShrub,1
5818,GFShrub,1
5819,GFShrub,1
5820,GFShrub,1
5821,GFShrub,1
5822,GFShrub,1
5823,GFShrub,1
5824,GFShrub,1
5825,GFShrub,1
5826,GFShrub,1
5827,GFShrub,1
5828,GFShrub,1
5829,GFShrub,1
5830,GFShrub,1
5831,GFShrub,1
5832,GFShrub,1
5833,GFShrub,1
5834,GFShrub,1
5835,GFShrub,1
5836,GFShrub,1
5837,GFShrub,1
5838,GFShrub,1
5839,GFShrub,1
5840,GFShrub,1
5841,GFShrub,1
5842,GFShrub,1
5843,GFShrub,1
5844,GFShrub,1
5845,GFShrub,1
5846,GFShrub,1
5847,GFShrub,1
5848,GFShrub,1
5849,GFShrub,1
5850,GFShrub,1
5851,GFShrub,1
5852,GFShrub,1
5853,GFShrub,1
5854,GFShrub,1
5855,GFShrub,1
5856,GFShrub,1
5857,GFShrub,1
5858,GFShrub,1
5859,GFShrub,1
5860,GFShrub,1
5861,GFShrub,1
5862,GFShrub,1
5863,GFShrub,1
5864,GFShrub,1
5865,GFShrub,1
5866,GFShrub,1
5867,GFShrub,1
5868,GFShrub,1
5869,GFShrub,1
